ISIN,T24ID,Secure Name,status,Submitted by,Remarks
825207530-4,Cayla,ProQR Therapeutics N.V.,false,Cayla Szach,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
992391873-4,Rena,"Nord Anglia Education, Inc.",false,Rena Stryde,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
554632605-0,Myriam,Jacobs Engineering Group Inc.,true,Myriam Bonniface,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
936844567-2,Kaylee,"Kingstone Companies, Inc",false,Kaylee Fowden,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
040046828-X,De witt,MutualFirst Financial Inc.,false,De witt Matteau,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
473527801-X,Melamie,General Electric Company,true,Melamie Azemar,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
973065727-0,Gratiana,Invesco Municipal Income Opportunities Trust,true,Gratiana Bignal,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
355310342-6,Lyndsey,"Zillow Group, Inc.",true,Lyndsey Blackadder,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
193000776-0,Lucilia,Cathay General Bancorp,false,Lucilia Rennocks,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
361268823-5,Adair,58.com Inc.,false,Adair Yielding,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
288069950-9,Ashly,"TSR, Inc.",false,Ashly Petrenko,Aenean lectus.
047556085-X,Diena,JMP Group LLC,false,Diena Easun,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
517356221-8,Bettine,Pharmerica Corporation,true,Bettine Binham,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
395095271-3,Mendie,Vonage Holdings Corp.,false,Mendie Accum,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
903888785-X,Louie,PowerShares DWA Consumer Cyclicals Momentum Portfolio,true,Louie Bartod,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
957671111-8,Ally,Meridian Bioscience Inc.,false,Ally Brave,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
553133924-0,Margarete,"Bancorp 34, Inc.",true,Margarete Ruppelin,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
869933109-6,La verne,Foamix Pharmaceuticals Ltd.,true,La verne Beddis,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
459620014-9,Sadye,"Rapid7, Inc.",true,Sadye O'Rourke,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
583718447-3,Marlow,"Cadence Design Systems, Inc.",false,Marlow Deval,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
115082028-4,Quentin,New Age Beverages Corporation,true,Quentin Mander,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
815409428-2,Patty,"ModusLink Global Solutions, Inc",false,Patty MacShirie,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
983845870-8,Bessie,"China Commercial Credit, Inc.",true,Bessie Toffalo,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
171940160-8,Merrielle,"Red Hat, Inc.",false,Merrielle Bafford,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
486904576-1,Katinka,"Malibu Boats, Inc.",false,Katinka Simonett,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
846634488-8,Westleigh,Tronox Limited,true,Westleigh Tison,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
245028528-8,Grier,"Smith Micro Software, Inc.",false,Grier Butterfint,Morbi quis tortor id nulla ultrices aliquet.
011297141-5,Pen,"PrivateBancorp, Inc.",true,Pen Farlam,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
522711811-6,Damien,"New York REIT, Inc.",false,Damien Halburton,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
432365753-6,Hendrick,PowerShares S&P SmallCap Consumer Discretionary Portfolio,false,Hendrick Jaffa,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo."
347759367-7,Gray,"Kingstone Companies, Inc",false,Gray Penchen,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
971974351-4,Andrei,"NRG Yield, Inc.",true,Andrei Yaus,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
635844784-X,Bondy,Textron Inc.,false,Bondy Lapsley,Nulla mollis molestie lorem.
945480014-0,Caryn,Nuveen NASDAQ 100 Dynamic Overwrite Fund,false,Caryn Learmonth,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
533863422-8,Hardy,"Latin American Discovery Fund, Inc. (The)",true,Hardy Benedek,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo."
135153154-9,Roger,Hoegh LNG Partners LP,false,Roger Chelsom,Ut tellus. Nulla ut erat id mauris vulputate elementum.
432870958-5,Tadd,Comp En De Mn Cemig ADS,true,Tadd Catley,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
648199209-5,Berny,"Autodesk, Inc.",true,Berny Izaks,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
615798570-4,Sigismondo,W.P. Carey Inc.,false,Sigismondo Antognoni,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh."
654207323-X,Wolfy,First Trust Eurozone AlphaDEX ETF,true,Wolfy Ansill,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
590687765-7,Caz,Scholastic Corporation,true,Caz Reichelt,Suspendisse ornare consequat lectus.
578815132-5,Janetta,Leading Brands Inc,false,Janetta Pover,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
371678024-3,Clayton,"Ringcentral, Inc.",false,Clayton Ert,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
987338556-8,Dall,J P Morgan Chase & Co,false,Dall Ingliby,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
797402426-7,Francisco,"Korea Equity Fund, Inc.",false,Francisco Flori,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
451335779-7,Georgeta,"Bottomline Technologies, Inc.",false,Georgeta Lafford,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
754945460-4,Gwen,BLDRS Emerging Markets 50 ADR Index Fund,true,Gwen Ouldcott,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
796954828-8,Gibb,"Raven Industries, Inc.",true,Gibb Litchfield,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
863973619-7,Pollyanna,Altra Industrial Motion Corp.,false,Pollyanna Measor,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit."
835138872-6,Rania,Credit Suisse AG,true,Rania Edess,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
514431362-0,Rouvin,Eagle Bulk Shipping Inc.,true,Rouvin Snoday,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
741368017-3,Sara-ann,"Rockwell Automation, Inc.",false,Sara-ann Kilby,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
308434192-3,Renaud,Blackrock New York Municipal 2018 Term Trust,true,Renaud Howitt,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
439064929-9,Megen,Fiduciary/Claymore MLP Opportunity Fund,true,Megen Exter,Morbi non quam nec dui luctus rutrum. Nulla tellus.
477199179-0,Anabel,Mylan N.V.,false,Anabel Hasely,Maecenas rhoncus aliquam lacus.
451500678-9,Amalita,International Game Technology,false,Amalita Wombwell,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
777404138-9,Maurise,SandRidge Mississippian Trust II,false,Maurise McDougall,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
673283960-8,Lionello,IAC/InterActiveCorp,false,Lionello Pirdue,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst."
979429634-1,Gnni,McEwen Mining Inc.,true,Gnni Cordrey,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
181426436-1,Nathalia,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,false,Nathalia Lundberg,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
395942472-8,Kellyann,Transglobe Energy Corp,true,Kellyann Whordley,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
397477300-2,Lynne,"DigitalGlobe, Inc",true,Lynne Dimmack,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
213126711-8,Torrance,"Alphatec Holdings, Inc.",true,Torrance Rowesby,Pellentesque eget nunc.
039241975-0,Simonne,"NVR, Inc.",true,Simonne Stilly,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.
